from_latitude,from_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,Time_taken(hours)
17.438263,78.397865,17.528263,78.487865,21:05:00,conditions Sandstorms,Jam ,0.0,motorcycle ,0,No ,16
17.431668,78.408321,17.501668,78.478321,19:25:00,conditions Cloudy,Jam ,0.0,motorcycle ,2,No ,38
0.0,0.0,0.05,0.05,18:45:00,conditions Sandstorms,Medium ,0.0,motorcycle ,1,No ,5
26.846156,75.8023,26.896156,75.8523,22:55:00,conditions Windy,Low ,2.0,motorcycle ,0,No ,3
11.001753,76.986241,11.081753,77.066241,20:35:00,conditions Cloudy,Jam ,0.0,motorcycle ,NaN ,No ,36
30.890184,75.829615,31.000184,75.939615,18:35:00,conditions Sandstorms,Medium ,2.0,electric_scooter ,1,No ,16
0.0,0.0,0.05,0.05,21:50:00,conditions Sandstorms,Jam ,2.0,electric_scooter ,1,No ,22
12.979096,77.640625,13.069096,77.730625,22:25:00,conditions Fog,Low ,2.0,scooter ,1,No ,21
10.020683,76.310631,10.100683,76.390631,18:15:00,conditions Cloudy,Medium ,0.0,motorcycle ,1,No ,29
13.027018,80.254791,13.037018,80.264791,10:05:00,conditions Fog,Low ,0.0,motorcycle ,0,No ,10
18.994237,72.825553,19.104237,72.935553,18:00:00,conditions Sandstorms,Medium ,1.0,motorcycle ,1,No ,12
12.986047,80.218114,12.996047,80.228114,11:25:00,conditions Fog,High ,1.0,motorcycle ,1,No ,26
11.024839,77.007003,11.154839,77.137003,18:40:00,conditions Sandstorms,Medium ,0.0,motorcycle ,1,No ,27
18.520016,73.830547,18.650016,73.960547,19:15:00,conditions Cloudy,Medium ,1.0,motorcycle ,1,No ,18
22.311844,73.165081,22.441844,73.295081,20:05:00,conditions Stormy,Jam ,0.0,motorcycle ,1,No ,16
17.450851,78.379347,17.490851,78.419347,12:50:00,conditions Sunny,High ,2.0,scooter ,0,No ,10
23.39925,85.390464,23.45925,85.450464,21:10:00,conditions Sandstorms,Jam ,2.0,scooter ,1,No ,23
19.874103,75.368419,19.964103,75.458419,22:00:00,conditions Stormy,Jam ,1.0,scooter ,1,No ,34
12.326356,76.619103,12.406356,76.699103,23:25:00,conditions Cloudy,Low ,0.0,motorcycle ,0,No ,12
18.546947,73.900626,18.566947,73.920626,10:35:00,conditions Cloudy,Low ,1.0,scooter ,1,No ,7
11.022169,76.999594,11.112169,77.089594,19:20:00,conditions Cloudy,Jam ,1.0,motorcycle ,1,No ,30
23.357804,85.325146,23.417804,85.385146,23:05:00,conditions Sandstorms,Low ,1.0,motorcycle ,0,No ,1
17.483216,78.552111,17.503216,78.572111,10:40:00,conditions Cloudy,Low ,2.0,scooter ,0,No ,9
13.064181,80.236442,13.094181,80.266442,23:45:00,conditions Sandstorms,Low ,2.0,scooter ,0,No ,10
23.359033,85.325347,23.439033,85.405347,22:15:00,conditions Stormy,Jam ,2.0,motorcycle ,1,No ,30
9.979363,76.285001,10.019363,76.325001,16:15:00,conditions Fog,Medium ,0.0,motorcycle ,1,No ,17
12.337978,76.616792,12.347978,76.626792,08:25:00,conditions Cloudy,Low ,2.0,scooter ,NaN ,No ,6
18.563934,73.915367,18.643935,73.995367,19:25:00,conditions Stormy,Jam ,2.0,motorcycle ,NaN ,No ,5
13.005801,80.250744,13.135801,80.380744,19:00:00,conditions Stormy,Medium ,0.0,motorcycle ,1,No ,37
30.885814,75.786976,31.025814,75.926976,17:30:00,conditions Windy,Medium ,1.0,motorcycle ,1,No ,13
21.186608,72.794136,21.246608,72.854136,20:15:00,conditions Sunny,Jam ,1.0,motorcycle ,1,No ,7
23.357804,85.325146,23.447804,85.415146,22:20:00,conditions Windy,Low ,2.0,scooter ,NaN ,No ,9
19.103249,72.846749,19.123249,72.866749,10:25:00,conditions Fog,Low ,2.0,electric_scooter ,1,No ,5
22.761226,75.887522,22.811226,75.937522,00:10:00,conditions Sandstorms,Low ,0.0,motorcycle ,1,No ,11
18.56245,73.916619,18.60245,73.956619,16:00:00,conditions Windy,Medium ,2.0,scooter ,0,No ,12
13.066762,80.251865,13.076762,80.261865,11:20:00,conditions Sandstorms,High ,1.0,motorcycle ,1,No ,21
22.651847,75.881991,22.731847,75.961991,23:05:00,conditions Fog,Low ,1.0,scooter ,NaN ,No ,22
13.058616,80.264151,13.118616,80.324151,18:50:00,conditions Cloudy,Medium ,0.0,motorcycle ,1,No ,19
21.175975,72.795503,21.245975,72.865503,23:25:00,conditions Sunny,Low ,2.0,motorcycle ,1,No ,18
22.307898,73.167788,22.367898,73.227788,19:40:00,conditions Fog,Jam ,1.0,scooter ,1,No ,23
22.5491,88.400467,22.5991,88.450467,22:20:00,conditions Windy,Low ,1.0,motorcycle ,1,No ,19
13.045479,80.23311,13.085479,80.27311,14:10:00,conditions Stormy,High ,2.0,scooter ,1,No ,6
12.311072,76.654878,12.361072,76.704878,20:45:00,conditions Fog,Jam ,0.0,motorcycle ,0,No ,23
13.026286,80.275235,13.086286,80.335235,20:50:00,conditions Stormy,Jam ,0.0,motorcycle ,1,Yes ,36
26.90294,75.793007,26.93294,75.823007,19:35:00,conditions Stormy,Jam ,2.0,scooter ,0,No ,2
19.003517,72.82765,19.063517,72.88765,21:30:00,conditions Fog,Jam ,1.0,motorcycle ,1,No ,20
26.766536,75.837333,26.826536,75.897333,20:15:00,conditions Sunny,Jam ,1.0,motorcycle ,1,No ,13
10.027364,76.308258,10.087364,76.368258,19:05:00,conditions Sandstorms,Medium ,2.0,motorcycle ,0,No ,11
22.760072,75.892574,22.790072,75.922574,19:05:00,conditions Stormy,Medium ,0.0,motorcycle ,0,No ,5
10.003064,76.307589,10.113064,76.417589,18:25:00,conditions Stormy,Medium ,0.0,motorcycle ,2,No ,33
0.0,0.0,0.04,0.04,13:30:00,conditions Stormy,High ,1.0,motorcycle ,0,No ,9
-19.091458,-72.827808,19.171458,72.907808,23:25:00,conditions NaN,NaN ,3.0,electric_scooter ,1,No ,19
23.214459,77.434976,23.274459,77.494976,17:15:00,conditions Sunny,Medium ,2.0,scooter ,1,No ,0
23.355164,85.324097,23.395164,85.364097,16:50:00,conditions Cloudy,Medium ,2.0,scooter ,1,No ,7
21.157735,72.768778,21.197735,72.808778,15:05:00,conditions Sandstorms,High ,1.0,motorcycle ,1,No ,8
12.316967,76.603067,12.396967,76.683067,20:30:00,conditions Cloudy,Jam ,0.0,motorcycle ,3,No ,36
12.981615,80.231598,13.051615,80.301598,18:20:00,conditions Windy,Medium ,0.0,motorcycle ,0,No ,16
17.433809,78.386744,17.523809,78.476744,22:40:00,conditions Fog,Low ,2.0,electric_scooter ,1,No ,16
0.0,0.0,0.04,0.04,14:50:00,conditions Cloudy,High ,1.0,scooter ,1,No ,19
10.994136,76.963303,11.124136,77.093303,20:50:00,conditions Windy,Jam ,2.0,electric_scooter ,1,No ,31
26.49095,80.318656,26.50095,80.328656,10:05:00,conditions Sandstorms,Low ,1.0,motorcycle ,0,No ,0
22.727021,75.884167,22.807021,75.964167,23:25:00,conditions Sunny,Low ,2.0,motorcycle ,1,No ,17
0.0,0.0,0.02,0.02,08:15:00,conditions Stormy,Low ,2.0,electric_scooter ,0,No ,17
17.458998,78.500366,17.508998,78.550366,17:55:00,conditions Cloudy,Medium ,0.0,motorcycle ,1,No ,17
23.371292,85.327872,23.411292,85.367872,16:10:00,conditions Sandstorms,Medium ,0.0,motorcycle ,0,No ,12
23.266261,77.379605,23.306261,77.419605,13:10:00,conditions Fog,High ,1.0,scooter ,1,No ,20
12.934179,77.615797,12.954179,77.635797,09:00:00,conditions Fog,Low ,2.0,scooter ,1,No ,5
0.0,0.0,0.13,0.13,20:25:00,conditions Windy,Jam ,1.0,scooter ,0,No ,6
17.455894,78.375467,17.545894,78.465467,18:30:00,conditions Fog,Medium ,1.0,scooter ,1,No ,19
26.905287,75.794592,26.955287,75.844592,20:00:00,conditions Sandstorms,Jam ,1.0,scooter ,1,No ,14
18.994049,72.825203,19.014049,72.845203,09:40:00,conditions Sunny,Low ,2.0,scooter ,NaN ,No ,6
17.41233,78.449654,17.49233,78.529654,20:25:00,conditions Windy,Jam ,1.0,scooter ,1,No ,11
22.310329,73.169083,22.350329,73.209083,13:55:00,conditions Fog,High ,1.0,motorcycle ,1,No ,22
18.56245,73.916619,18.63245,73.986619,18:25:00,conditions Windy,Medium ,0.0,motorcycle ,1,No ,10
22.761226,75.887522,22.781226,75.907522,12:00:00,conditions Stormy,High ,0.0,motorcycle ,0,No ,23
11.016298,76.972076,11.066298,77.022076,21:20:00,conditions Sunny,Jam ,1.0,motorcycle ,0,No ,9
18.927584,72.832585,18.937584,72.842585,09:35:00,conditions Sandstorms,Low ,1.0,motorcycle ,0,No ,10
12.316967,76.603067,12.336967,76.623067,09:50:00,conditions Cloudy,Low ,2.0,scooter ,1,No ,6
22.751234,75.88949,22.791234,75.92949,15:30:00,conditions Cloudy,Medium ,0.0,motorcycle ,0,No ,18
0.0,0.0,0.11,0.11,17:45:00,conditions Cloudy,Medium ,1.0,scooter ,1,No ,16
19.1093,72.825451,19.1293,72.845451,08:25:00,conditions Windy,Low ,0.0,motorcycle ,0,No ,7
19.1093,72.825451,19.2393,72.955451,22:15:00,conditions Windy,Jam ,1.0,scooter ,1,No ,16
19.207222,72.972281,19.237222,73.002281,22:30:00,conditions Sunny,Low ,1.0,scooter ,0,No ,7
23.333017,85.3172,23.403017,85.3872,19:50:00,conditions Cloudy,Jam ,2.0,electric_scooter ,2,No ,34
23.359033,85.325347,23.469033,85.435347,17:45:00,conditions Sandstorms,Medium ,0.0,motorcycle ,1,No ,26
0.0,0.0,0.01,0.01,09:00:00,conditions Sunny,Low ,2.0,scooter ,1,No ,7
17.433809,78.386744,17.543809,78.496744,18:15:00,conditions Sandstorms,Medium ,1.0,motorcycle ,1,No ,21
23.39925,85.390464,23.48925,85.480464,20:25:00,conditions Cloudy,Jam ,1.0,motorcycle ,1,No ,39
0.0,0.0,0.02,0.02,09:30:00,conditions Cloudy,Low ,0.0,motorcycle ,1,No ,13
21.160522,72.771477,21.270522,72.881477,22:10:00,conditions Stormy,Jam ,1.0,motorcycle ,1,No ,33
22.539129,88.365507,22.629129,88.455507,20:00:00,conditions Sandstorms,Jam ,0.0,motorcycle ,1,No ,29
26.483672,80.320708,26.493672,80.330708,08:55:00,conditions Sandstorms,Low ,2.0,electric_scooter ,1,No ,11
21.175104,72.804342,21.195104,72.824342,11:10:00,conditions Sandstorms,Low ,0.0,motorcycle ,1,No ,18
11.008638,76.984311,11.098638,77.074311,19:50:00,conditions Windy,Jam ,1.0,motorcycle ,0,No ,31
17.431668,78.408321,17.511668,78.488321,20:40:00,conditions NaN,NaN ,3.0,motorcycle ,1,No ,25
0.0,0.0,0.06,0.06,19:50:00,conditions Sunny,Jam ,0.0,motorcycle ,1,No ,19
22.745536,75.893106,22.875536,76.023106,20:25:00,conditions Windy,Jam ,1.0,motorcycle ,0,Yes ,31
12.325461,76.632278,12.365461,76.672278,16:05:00,conditions Windy,Medium ,0.0,motorcycle ,0,No ,0
26.905287,75.794592,26.915287,75.804592,09:45:00,conditions Stormy,Low ,2.0,scooter ,1,No ,12
18.636215,73.751081,18.766215,73.881081,00:05:00,conditions Fog,Low ,1.0,motorcycle ,0,No ,19
0.0,0.0,0.06,0.06,19:50:00,conditions Windy,Jam ,1.0,scooter ,1,No ,8
17.411028,78.329645,17.491028,78.409645,23:50:00,conditions Windy,Low ,2.0,scooter ,1,No ,15
21.186884,72.793616,21.296884,72.903616,23:05:00,conditions Sunny,Low ,0.0,motorcycle ,0,No ,15
19.176269,72.836721,19.266269,72.926721,19:20:00,conditions Sunny,Jam ,1.0,scooter ,0,No ,14
22.761226,75.887522,22.821226,75.947522,18:00:00,conditions Windy,Medium ,2.0,motorcycle ,1,No ,16
11.022298,76.998349,11.052298,77.028349,18:20:00,conditions Fog,Medium ,2.0,scooter ,1,No ,4
22.744648,75.894377,22.774648,75.924377,18:40:00,conditions Sandstorms,Medium ,0.0,motorcycle ,2,No ,28
23.353783,85.326967,23.373783,85.346967,11:45:00,conditions Sandstorms,High ,2.0,motorcycle ,1,No ,10
12.934179,77.615797,13.004179,77.685797,21:00:00,conditions Stormy,Jam ,1.0,motorcycle ,2,No ,29
26.902908,75.792934,26.952908,75.842934,19:30:00,conditions Sunny,Jam ,2.0,electric_scooter ,1,No ,10
12.913041,77.683237,13.023041,77.793237,00:05:00,conditions Fog,Low ,1.0,motorcycle ,0,No ,26
13.005801,80.250744,13.025801,80.270744,10:50:00,conditions Fog,Low ,0.0,motorcycle ,1,No ,17
17.424114,78.347554,17.514114,78.437554,21:25:00,conditions Stormy,Jam ,1.0,motorcycle ,1,No ,31
18.539299,73.897902,18.669299,74.027902,19:50:00,conditions Fog,Jam ,2.0,motorcycle ,1,No ,27
18.536562,73.896485,18.666562,74.026485,20:05:00,conditions Cloudy,Jam ,1.0,motorcycle ,2,No ,26
13.005801,80.250744,13.025801,80.270744,09:00:00,conditions Sunny,Low ,0.0,motorcycle ,1,No ,3
0.0,0.0,0.08,0.08,18:50:00,conditions Windy,Medium ,0.0,motorcycle ,1,No ,17
15.496162,73.825364,15.586162,73.915364,23:40:00,conditions Fog,Low ,2.0,motorcycle ,1,No ,21
18.56245,73.916619,18.63245,73.986619,18:15:00,conditions Stormy,Medium ,1.0,motorcycle ,1,No ,12
26.90519,75.810753,27.04519,75.950753,23:45:00,conditions Stormy,Low ,2.0,motorcycle ,0,No ,4
18.994049,72.825203,19.124049,72.955203,23:30:00,conditions Cloudy,Low ,1.0,motorcycle ,0,No ,27
21.17106,72.789292,21.20106,72.819292,18:40:00,conditions Windy,Medium ,2.0,scooter ,1,No ,24
13.049645,80.242268,13.129645,80.322268,17:35:00,conditions Sandstorms,Medium ,2.0,motorcycle ,1,No ,19
22.514585,88.39331,22.644585,88.52331,23:45:00,conditions Windy,Low ,0.0,motorcycle ,1,No ,17
17.433809,78.386744,17.523809,78.476744,20:15:00,conditions Cloudy,Jam ,0.0,motorcycle ,1,No ,35
12.325461,76.632278,12.455461,76.762278,18:30:00,conditions Cloudy,Medium ,2.0,motorcycle ,0,No ,27
12.978453,77.643685,13.028453,77.693685,23:00:00,conditions Windy,Low ,2.0,scooter ,0,No ,0
12.913041,77.683237,12.953041,77.723237,12:15:00,conditions Fog,High ,1.0,motorcycle ,1,No ,23
25.443994,81.860187,25.553994,81.970187,18:05:00,conditions Stormy,Medium ,1.0,motorcycle ,1,No ,14
12.970221,77.645396,13.040221,77.715396,20:30:00,conditions Fog,Jam ,0.0,motorcycle ,2,Yes ,44
19.876428,75.364792,19.906428,75.394792,17:50:00,conditions Windy,Medium ,1.0,scooter ,1,No ,19
17.410371,78.437225,17.470371,78.497225,21:45:00,conditions Cloudy,Jam ,2.0,electric_scooter ,0,No ,12
12.986047,80.218114,13.116047,80.348114,23:10:00,conditions Stormy,Low ,1.0,motorcycle ,0,No ,0
18.994049,72.825203,19.044049,72.875203,23:25:00,conditions Fog,Low ,1.0,motorcycle ,1,No ,6
21.15276,72.778059,21.20276,72.828059,20:25:00,conditions Stormy,Jam ,2.0,electric_scooter ,1,No ,15
19.876219,75.346017,19.966219,75.436017,21:20:00,conditions Sandstorms,Jam ,2.0,electric_scooter ,1,No ,30
21.173343,72.792731,21.263343,72.882731,22:40:00,conditions Stormy,Low ,2.0,scooter ,1,No ,9
0.0,0.0,0.13,0.13,19:05:00,conditions Sandstorms,Medium ,0.0,motorcycle ,0,No ,24
12.979096,77.640625,13.049096,77.710625,18:35:00,conditions Fog,Medium ,2.0,motorcycle ,1,No ,32
30.893384,75.821202,30.983384,75.911202,20:20:00,conditions Windy,Jam ,1.0,scooter ,0,No ,29
30.885814,75.786976,30.895814,75.796976,09:40:00,conditions Cloudy,Low ,1.0,motorcycle ,1,No ,8
12.914264,77.6784,12.994264,77.7584,19:00:00,conditions Cloudy,Medium ,1.0,scooter ,1,No ,22
27.161661,78.011544,27.271661,78.121544,22:05:00,conditions Fog,Jam ,2.0,electric_scooter ,1,No ,28
0.0,0.0,0.04,0.04,13:30:00,conditions Sandstorms,High ,2.0,electric_scooter ,0,No ,0
23.369746,85.33982,23.459746,85.42982,20:45:00,conditions Sandstorms,Jam ,2.0,scooter ,1,No ,33
13.027018,80.254791,13.057018,80.284791,21:45:00,conditions Fog,Jam ,2.0,electric_scooter ,0,No ,18
17.428294,78.404423,17.448294,78.424423,11:45:00,conditions Cloudy,High ,1.0,motorcycle ,1,No ,12
23.369746,85.33982,23.459746,85.42982,19:15:00,conditions Fog,Medium ,0.0,motorcycle ,1,No ,24
9.959778,76.296106,10.069778,76.406106,19:25:00,conditions Sandstorms,Jam ,0.0,motorcycle ,1,No ,24
9.966783,76.242981,9.996783,76.272981,21:05:00,conditions Fog,Jam ,1.0,motorcycle ,0,No ,20
21.170096,72.789122,21.220096,72.839122,20:55:00,conditions Windy,Jam ,0.0,motorcycle ,1,No ,18
12.323978,76.627961,12.363978,76.667961,12:25:00,conditions NaN,NaN ,3.0,scooter ,2,No ,37
26.492106,80.327797,26.582106,80.417797,21:10:00,conditions Stormy,Jam ,2.0,electric_scooter ,2,No ,28
12.337978,76.616792,12.447978,76.726792,17:25:00,conditions Cloudy,Medium ,1.0,motorcycle ,1,No ,27
22.651847,75.881991,22.661847,75.891991,08:40:00,conditions Cloudy,Low ,0.0,motorcycle ,1,No ,15
0.0,0.0,0.13,0.13,23:55:00,conditions Fog,Low ,2.0,electric_scooter ,1,No ,12
12.323194,76.630583,12.393194,76.700583,23:45:00,conditions Sunny,Low ,1.0,motorcycle ,1,No ,18
11.010375,76.95295,11.070375,77.01295,20:25:00,conditions Fog,Jam ,2.0,scooter ,2,No ,29
26.47,80.35,26.58,80.46,23:00:00,conditions Sandstorms,Low ,2.0,electric_scooter ,0,No ,6
0.0,0.0,0.06,0.06,18:15:00,conditions Windy,Medium ,2.0,motorcycle ,0,No ,17
12.933284,77.615428,13.043284,77.725428,23:40:00,conditions Stormy,Low ,0.0,motorcycle ,1,No ,17
12.323194,76.630583,12.343194,76.650583,11:00:00,conditions Cloudy,Low ,0.0,motorcycle ,1,No ,11
17.455894,78.375467,17.475894,78.395467,09:45:00,conditions Windy,Low ,2.0,scooter ,1,No ,11
18.539299,73.897902,18.559299,73.917902,10:35:00,conditions Sandstorms,Low ,2.0,scooter ,0,No ,9
22.74806,75.8934,22.80806,75.9534,18:10:00,conditions Sandstorms,Medium ,0.0,motorcycle ,1,No ,12
22.722634,75.886959,22.852634,76.016959,20:00:00,conditions Windy,Jam ,2.0,scooter ,0,No ,5
30.899992,75.831338,30.909992,75.841338,10:05:00,conditions Cloudy,Low ,0.0,motorcycle ,0,No ,11
17.410371,78.437225,17.520371,78.547225,19:55:00,conditions Windy,Jam ,2.0,electric_scooter ,1,No ,9
23.354422,85.3329,23.464422,85.4429,17:30:00,conditions Sunny,Medium ,0.0,motorcycle ,0,No ,16
26.911378,75.789034,27.041378,75.919034,21:25:00,conditions Cloudy,Jam ,1.0,motorcycle ,1,No ,30
13.086438,80.220672,13.126439,80.260672,15:45:00,conditions Sunny,Medium ,1.0,scooter ,1,No ,11
12.297954,76.665169,12.337954,76.705169,13:35:00,conditions Sandstorms,High ,2.0,scooter ,1,No ,0
22.31279,73.170283,22.32279,73.180283,09:50:00,conditions Windy,Low ,2.0,electric_scooter ,1,No ,19
23.359407,85.325055,23.439407,85.405055,23:00:00,conditions Sandstorms,Low ,0.0,motorcycle ,0,No ,18
18.546947,73.900626,18.616947,73.970626,18:40:00,conditions Windy,Medium ,2.0,scooter ,1,No ,27
18.593481,73.785901,18.663481,73.855901,22:35:00,conditions Windy,Low ,2.0,electric_scooter ,1,No ,5
27.157772,78.04725,27.167772,78.05725,10:55:00,conditions Sunny,Low ,0.0,motorcycle ,0,No ,17
26.910262,75.783013,27.000262,75.873013,19:35:00,conditions Sandstorms,Jam ,1.0,motorcycle ,1,No ,19
12.975377,77.696664,13.055377,77.776664,22:30:00,conditions Stormy,Low ,0.0,motorcycle ,1,No ,16
21.183434,72.814492,21.313434,72.944492,19:30:00,conditions Sunny,Jam ,0.0,motorcycle ,1,No ,22
22.745049,75.892471,22.835049,75.982471,22:05:00,conditions Fog,Jam ,0.0,motorcycle ,NaN ,No ,29
15.506205,73.766668,15.566205,73.826668,17:35:00,conditions Sandstorms,Medium ,0.0,motorcycle ,0,No ,17
17.438263,78.397865,17.568263,78.527865,17:45:00,conditions Fog,Medium ,2.0,scooter ,1,No ,22
23.351058,85.325731,23.361058,85.335731,10:55:00,conditions Fog,Low ,1.0,motorcycle ,1,No ,5
21.170798,72.790489,21.180798,72.800489,11:45:00,conditions Fog,High ,0.0,motorcycle ,1,No ,21
22.569358,88.433452,22.679358,88.543452,23:30:00,conditions Sunny,Low ,0.0,motorcycle ,0,No ,11
25.451646,81.832796,25.511646,81.892796,18:30:00,conditions Stormy,Medium ,0.0,motorcycle ,1,No ,20
22.725748,75.898497,22.835748,76.008497,19:55:00,conditions Sunny,Jam ,0.0,motorcycle ,0,No ,19
0.0,0.0,0.09,0.09,20:30:00,conditions Sandstorms,Jam ,2.0,scooter ,1,No ,18
18.51421,73.838429,18.58421,73.908429,22:50:00,conditions Windy,Low ,0.0,motorcycle ,1,No ,12
0.0,0.0,0.06,0.06,22:30:00,conditions Sunny,Low ,0.0,motorcycle ,0,No ,7
23.353783,85.326967,23.413783,85.386967,19:10:00,conditions Cloudy,Medium ,1.0,motorcycle ,0,No ,5
23.333017,85.3172,23.443017,85.4272,20:15:00,conditions Fog,Jam ,0.0,motorcycle ,1,No ,26
12.337978,76.616792,12.427978,76.706792,18:50:00,conditions Sandstorms,Medium ,2.0,electric_scooter ,0,No ,17
12.325461,76.632278,12.385461,76.692278,21:20:00,conditions Fog,Jam ,1.0,motorcycle ,1,No ,12
25.449872,81.836167,25.459872,81.846167,08:55:00,conditions Stormy,Low ,2.0,motorcycle ,0,No ,4
30.332735,78.054222,30.372735,78.094222,16:25:00,conditions Stormy,Medium ,1.0,motorcycle ,0,No ,23
12.970324,77.645748,13.080324,77.755748,23:25:00,conditions NaN,NaN ,3.0,motorcycle ,2,No ,24
11.001852,76.976268,11.111852,77.086268,19:25:00,conditions Sandstorms,Jam ,1.0,scooter ,1,No ,14
18.51421,73.838429,18.52421,73.848429,09:25:00,conditions Cloudy,Low ,0.0,motorcycle ,1,No ,16
17.451976,78.385883,17.511976,78.445883,18:05:00,conditions Fog,Medium ,2.0,electric_scooter ,0,No ,0
12.98041,77.640489,13.03041,77.690489,19:00:00,conditions Cloudy,Medium ,1.0,motorcycle ,1,No ,3
23.359194,85.325447,23.399194,85.365447,13:35:00,conditions Windy,High ,0.0,motorcycle ,1,No ,22
18.927584,72.832585,18.957584,72.862585,17:45:00,conditions Cloudy,Medium ,2.0,motorcycle ,0,No ,9
26.891191,75.802083,27.031191,75.942083,18:15:00,conditions Sandstorms,Medium ,0.0,motorcycle ,0,No ,12
17.433809,78.386744,17.443809,78.396744,11:30:00,conditions Sandstorms,High ,1.0,motorcycle ,1,No ,24
26.913726,75.75282,26.923726,75.762821,11:15:00,conditions Cloudy,Low ,1.0,scooter ,1,No ,0
22.310526,73.170937,22.320526,73.180937,09:30:00,conditions Sunny,Low ,0.0,motorcycle ,0,No ,11
26.849596,75.800512,26.909596,75.860512,19:45:00,conditions Stormy,Jam ,1.0,motorcycle ,1,No ,14
22.751857,75.866699,22.811857,75.926699,17:40:00,conditions Sandstorms,Medium ,2.0,scooter ,0,No ,18
19.207222,72.972281,19.277222,73.042281,22:50:00,conditions Sunny,Low ,2.0,motorcycle ,1,No ,8
17.430448,78.418213,17.440448,78.428213,11:50:00,conditions Cloudy,High ,2.0,scooter ,1,No ,13
13.081878,80.248519,13.211878,80.378519,22:30:00,conditions Sunny,Low ,2.0,electric_scooter ,1,No ,8
22.310526,73.170937,22.370526,73.230937,21:15:00,conditions Sunny,Jam ,0.0,motorcycle ,3,Yes ,44
13.026286,80.275235,13.056286,80.305235,18:55:00,conditions Sunny,Medium ,1.0,scooter ,0,No ,1
11.022477,76.995667,11.082477,77.055667,20:20:00,conditions Fog,Jam ,1.0,motorcycle ,1,No ,10
0.0,0.0,0.08,0.08,18:45:00,conditions Sandstorms,Medium ,2.0,scooter ,0,No ,18
11.022298,76.998349,11.112298,77.088349,17:40:00,conditions Sunny,Medium ,2.0,scooter ,NaN ,No ,5
17.438263,78.397865,17.518263,78.477865,23:50:00,conditions Stormy,Low ,1.0,scooter ,1,No ,14
17.438263,78.397865,17.568263,78.527865,20:25:00,conditions Cloudy,Jam ,2.0,scooter ,1,No ,38
17.426228,78.407495,17.506228,78.487495,22:15:00,conditions Windy,Low ,0.0,motorcycle ,1,No ,16
26.910262,75.783013,27.050262,75.923013,18:30:00,conditions Sandstorms,Medium ,1.0,motorcycle ,1,No ,7
19.003517,72.82765,19.013517,72.83765,12:05:00,conditions Sandstorms,High ,2.0,electric_scooter ,1,No ,21
17.433809,78.386744,17.563809,78.516744,19:50:00,conditions Sunny,Jam ,0.0,motorcycle ,2,No ,33
18.563934,73.915367,18.643935,73.995367,22:10:00,conditions Stormy,Jam ,2.0,electric_scooter ,1,No ,5
22.526461,88.364453,22.606461,88.444453,18:50:00,conditions Sunny,Medium ,1.0,scooter ,1,No ,5
22.651847,75.881991,22.701847,75.931991,19:30:00,conditions Fog,Jam ,0.0,motorcycle ,0,No ,18
22.32,73.17,22.41,73.26,18:25:00,conditions Stormy,Medium ,2.0,motorcycle ,0,No ,6
12.934179,77.615797,13.064179,77.745797,21:10:00,conditions Stormy,Jam ,2.0,motorcycle ,1,No ,17
18.536562,73.896485,18.666562,74.026485,22:35:00,conditions Cloudy,Low ,0.0,motorcycle ,1,No ,28
22.74806,75.8934,22.77806,75.9234,23:30:00,conditions Stormy,Low ,2.0,motorcycle ,1,No ,4
12.972161,77.596014,13.042161,77.666014,22:10:00,conditions Sunny,Jam ,1.0,motorcycle ,1,No ,19
10.96185,76.971082,11.00185,77.011082,14:55:00,conditions NaN,NaN ,3.0,electric_scooter ,1,No ,13
11.001753,76.986241,11.081753,77.066241,17:15:00,conditions Sunny,Medium ,1.0,scooter ,1,No ,6
9.988483,76.295211,10.078483,76.385211,22:50:00,conditions Cloudy,Low ,2.0,electric_scooter ,1,No ,15
26.88842,75.800689,26.91842,75.830689,00:05:00,conditions Fog,Low ,0.0,motorcycle ,1,No ,9
0.0,0.0,0.11,0.11,22:50:00,conditions Windy,Low ,2.0,motorcycle ,1,No ,7
22.32,73.17,22.33,73.18,08:25:00,conditions Fog,Low ,0.0,motorcycle ,0,No ,11
23.351489,85.324253,23.401489,85.374253,20:45:00,conditions Windy,Jam ,1.0,motorcycle ,0,No ,3
26.849596,75.800512,26.989596,75.940512,18:45:00,conditions Stormy,Medium ,1.0,scooter ,1,No ,15
12.975996,80.221898,13.005996,80.251898,18:00:00,conditions Fog,Medium ,0.0,motorcycle ,1,No ,12
0.0,0.0,0.08,0.08,22:45:00,conditions Cloudy,Low ,2.0,motorcycle ,0,No ,10
18.516216,73.842527,18.536216,73.862527,10:20:00,conditions Sunny,Low ,1.0,motorcycle ,0,No ,3
18.543626,73.905101,18.583626,73.945101,12:40:00,conditions Stormy,High ,1.0,scooter ,1,No ,17
22.53796,88.349843,22.64796,88.459843,20:45:00,conditions Stormy,Jam ,2.0,electric_scooter ,1,No ,27
22.728163,75.884212,22.788163,75.944212,20:25:00,conditions Cloudy,Jam ,0.0,motorcycle ,1,No ,18
26.913726,75.75282,27.053726,75.89282,21:25:00,conditions Fog,Jam ,0.0,motorcycle ,1,No ,41
